1,3877.44128324
2,2791.90392716
3,2622.62197493
4,3892.06298973
5,2442.43045458
6,3406.54872563
7,2968.94957561
8,3891.06054883
9,3755.65224848
10,4762.31313793
11,3324.43689191
12,4646.25264724
13,3956.26061538
14,2656.65307476
15,3562.11926435
16,3080.11078648
17,3937.97651704
18,3907.39343203
19,3554.33966593
20,2457.81399905
21,3216.96721718
22,4790.82169082
23,3529.78935569
24,0
25,3105.18758352
26,2196.11726936
27,2043.02350033
28,2946.78159196
29,3484.94067958
30,2538.71008364
31,3091.38537182
32,3380.55194755
33,3353.09968529
34,3921.40490431
35,3830.99180761
36,3585.86920278
37,3323.38519828
38,2924.04409834
39,4270.72850001
40,3117.2342648
41,3849.82745488
42,4442.53918918
43,3381.97239097
44,3877.98962095
45,3160.46146939
46,4029.63172901
47,3453.4563456
48,3743.1493039
49,3715.52114659
50,2277.77956557
51,3213.59320025
52,3302.01248396
53,2865.16858721
54,4341.04473691
55,3760.10379444
56,4001.4598957
57,2745.0952806
58,3389.25347043
59,2685.39736565
60,3613.03671834
61,3247.5171697
62,3115.71023878
63,4439.13336771
64,2586.80444566
65,3700.21833282
66,3025.24157043
67,5055.82443257
68,3148.16631786
69,3097.48239285
70,3956.36511685
71,3109.89564317
72,3719.10343132
73,3422.13576356
74,3894.25661312
75,2911.06991999
76,3767.10847837
77,4164.91387021
78,3669.60332832
79,2503.4922326
80,3880.06304201
81,4136.00426154
82,2864.65345845
83,2915.75043995
84,2701.81487322
85,3413.23004752
86,2605.30977562
87,2803.44321527
88,2991.38878545
89,4593.06893285
90,2809.75231665
91,2798.12692855
92,3883.36688427
93,4022.77647013
94,4322.30495141
95,3804.10441708
96,3068.60754261
97,3262.40595305
98,3241.46944554
99,2800.65697022
100,2965.13915855
101,2934.42553633
102,3444.8350196
103,3241.09914111
104,2799.38888909
105,1877.97708354
106,4642.19899217
107,3095.72059427
108,3302.17399358
109,3868.0816371
110,3252.18243519
111,2881.14841363
112,2663.54477335
113,4130.78728602
114,3400.26544541
115,0
116,0
117,0
118,0
119,3718.96796994
120,3122.62363065
121,0
